run_id,sample_event,target_field,value,unit,measured_at,operator_or_agent,instrument_id,source_file,notes
NHIPEDOT-H-A-no_coating_mea_control-R1-0h,metadata,date,2026-05-23,,2026-05-23T09:00:00,synthetic_fixture_operator,synthetic_fixture_instrument,synthetic_fixture_not_material_evidence.csv,synthetic_fixture_not_material_evidence
NHIPEDOT-H-A-no_coating_mea_control-R1-0h,metadata,medium_name,CL1_proxy_medium_A,,2026-05-23T09:00:00,synthetic_fixture_operator,synthetic_fixture_instrument,synthetic_fixture_not_material_evidence.csv,synthetic_fixture_not_material_evidence
NHIPEDOT-H-A-no_coating_mea_control-R1-0h,metadata,medium_lot,MED-LOT-001,,2026-05-23T09:00:00,synthetic_fixture_operator,synthetic_fixture_instrument,synthetic_fixture_not_material_evidence.csv,synthetic_fixture_not_material_evidence
NHIPEDOT-H-A-no_coating_mea_control-R1-0h,metadata,temperature_c,37,C,2026-05-23T09:00:00,synthetic_fixture_operator,synthetic_fixture_instrument,synthetic_fixture_not_material_evidence.csv,synthetic_fixture_not_material_evidence
NHIPEDOT-H-A-no_coating_mea_control-R1-0h,metadata,mea_coupon_id,NHIPEDOT-H-A-no_coating_mea_control-R1-0h-coupon,,2026-05-23T09:00:00,synthetic_fixture_operator,synthetic_fixture_instrument,synthetic_fixture_not_material_evidence.csv,synthetic_fixture_not_material_evidence
NHIPEDOT-H-A-no_coating_mea_control-R1-0h,metadata,electrode_material,MEA_witness_gold_or_ITO,,2026-05-23T09:00:00,synthetic_fixture_operator,synthetic_fixture_instrument,synthetic_fixture_not_material_evidence.csv,synthetic_fixture_not_material_evidence
NHIPEDOT-H-A-no_coating_mea_control-R1-0h,metadata,laminin_or_peptide_density,EHS_laminin_lot_LAM-001,,2026-05-23T09:00:00,synthetic_fixture_operator,synthetic_fixture_instrument,synthetic_fixture_not_material_evidence.csv,synthetic_fixture_not_material_evidence
NHIPEDOT-H-A-no_coating_mea_control-R1-0h,metadata,sterilization_or_aseptic_protocol,aseptic_preparation_lot_AP-001,,2026-05-23T09:00:00,synthetic_fixture_operator,synthetic_fixture_instrument,synthetic_fixture_not_material_evidence.csv,synthetic_fixture_not_material_evidence
NHIPEDOT-H-A-no_coating_mea_control-R1-0h,initial,pH,7.40,pH,2026-05-23T09:00:00,synthetic_fixture_operator,synthetic_fixture_instrument,synthetic_fixture_not_material_evidence.csv,synthetic_fixture_not_material_evidence
NHIPEDOT-H-A-no_coating_mea_control-R1-0h,initial,osmolality,300,mOsm/kg,2026-05-23T09:00:00,synthetic_fixture_operator,synthetic_fixture_instrument,synthetic_fixture_not_material_evidence.csv,synthetic_fixture_not_material_evidence
