profile,run_id,phase,sample_event,target_field,source_class,source_file,source_dir,source_dir_status,source_file_exists,source_file_allowed,value_filled,import_ready,source_file_requirement,capture_instruction
zrc_phase_a,ZRCND-A-baseline_rc_3p5m_guard-R1-0h,A,,albumin_final,biochemical_or_plate_reader_export,data/source_files/full/zrc_nd_phase_a/ZRCND-A-baseline_rc_3p5m_guard-R1-0h/albumin_final_biochemical_or_plate_reader_export.csv,data/source_files/full/zrc_nd_phase_a/ZRCND-A-baseline_rc_3p5m_guard-R1-0h,already_exists,false,true,false,false,,"Enter the real albumin_final value for ZRCND-A-baseline_rc_3p5m_guard-R1-0h, cite the raw source_file, then run the matching wide source-value importer."
zrc_phase_a,ZRCND-A-baseline_rc_3p5m_guard-R1-0h,A,,albumin_initial,biochemical_or_plate_reader_export,data/source_files/full/zrc_nd_phase_a/ZRCND-A-baseline_rc_3p5m_guard-R1-0h/albumin_initial_biochemical_or_plate_reader_export.csv,data/source_files/full/zrc_nd_phase_a/ZRCND-A-baseline_rc_3p5m_guard-R1-0h,already_exists,false,true,false,false,,"Enter the real albumin_initial value for ZRCND-A-baseline_rc_3p5m_guard-R1-0h, cite the raw source_file, then run the matching wide source-value importer."
zrc_phase_a,ZRCND-A-baseline_rc_3p5m_guard-R1-0h,A,,ammonia_final_uM,biochemical_or_plate_reader_export,data/source_files/full/zrc_nd_phase_a/ZRCND-A-baseline_rc_3p5m_guard-R1-0h/ammonia_final_uM_biochemical_or_plate_reader_export.csv,data/source_files/full/zrc_nd_phase_a/ZRCND-A-baseline_rc_3p5m_guard-R1-0h,already_exists,false,true,false,false,,"Enter the real ammonia_final_uM value for ZRCND-A-baseline_rc_3p5m_guard-R1-0h, cite the raw source_file, then run the matching wide source-value importer."
zrc_phase_a,ZRCND-A-baseline_rc_3p5m_guard-R1-0h,A,,ammonia_initial_uM,biochemical_or_plate_reader_export,data/source_files/full/zrc_nd_phase_a/ZRCND-A-baseline_rc_3p5m_guard-R1-0h/ammonia_initial_uM_biochemical_or_plate_reader_export.csv,data/source_files/full/zrc_nd_phase_a/ZRCND-A-baseline_rc_3p5m_guard-R1-0h,already_exists,false,true,false,false,,"Enter the real ammonia_initial_uM value for ZRCND-A-baseline_rc_3p5m_guard-R1-0h, cite the raw source_file, then run the matching wide source-value importer."
zrc_phase_a,ZRCND-A-baseline_rc_3p5m_guard-R1-0h,A,,bdnf_final_pg_ml,biochemical_or_plate_reader_export,data/source_files/full/zrc_nd_phase_a/ZRCND-A-baseline_rc_3p5m_guard-R1-0h/bdnf_final_pg_ml_biochemical_or_plate_reader_export.csv,data/source_files/full/zrc_nd_phase_a/ZRCND-A-baseline_rc_3p5m_guard-R1-0h,already_exists,false,true,false,false,,"Enter the real bdnf_final_pg_ml value for ZRCND-A-baseline_rc_3p5m_guard-R1-0h, cite the raw source_file, then run the matching wide source-value importer."
zrc_phase_a,ZRCND-A-baseline_rc_3p5m_guard-R1-0h,A,,bdnf_initial_pg_ml,biochemical_or_plate_reader_export,data/source_files/full/zrc_nd_phase_a/ZRCND-A-baseline_rc_3p5m_guard-R1-0h/bdnf_initial_pg_ml_biochemical_or_plate_reader_export.csv,data/source_files/full/zrc_nd_phase_a/ZRCND-A-baseline_rc_3p5m_guard-R1-0h,already_exists,false,true,false,false,,"Enter the real bdnf_initial_pg_ml value for ZRCND-A-baseline_rc_3p5m_guard-R1-0h, cite the raw source_file, then run the matching wide source-value importer."
zrc_phase_a,ZRCND-A-baseline_rc_3p5m_guard-R1-0h,A,,bubble_events,pressure_flow_or_resistance_export,data/source_files/full/zrc_nd_phase_a/ZRCND-A-baseline_rc_3p5m_guard-R1-0h/bubble_events_pressure_flow_or_resistance_export.csv,data/source_files/full/zrc_nd_phase_a/ZRCND-A-baseline_rc_3p5m_guard-R1-0h,already_exists,false,true,false,false,,"Enter the real bubble_events value for ZRCND-A-baseline_rc_3p5m_guard-R1-0h, cite the raw source_file, then run the matching wide source-value importer."
zrc_phase_a,ZRCND-A-baseline_rc_3p5m_guard-R1-0h,A,,conductivity_final_mS_cm,conductivity_meter_export_or_photo,data/source_files/full/zrc_nd_phase_a/ZRCND-A-baseline_rc_3p5m_guard-R1-0h/conductivity_final_mS_cm_conductivity_meter_export_or_photo.csv,data/source_files/full/zrc_nd_phase_a/ZRCND-A-baseline_rc_3p5m_guard-R1-0h,already_exists,false,true,false,false,,"Enter the real conductivity_final_mS_cm value for ZRCND-A-baseline_rc_3p5m_guard-R1-0h, cite the raw source_file, then run the matching wide source-value importer."
zrc_phase_a,ZRCND-A-baseline_rc_3p5m_guard-R1-0h,A,,conductivity_initial_mS_cm,conductivity_meter_export_or_photo,data/source_files/full/zrc_nd_phase_a/ZRCND-A-baseline_rc_3p5m_guard-R1-0h/conductivity_initial_mS_cm_conductivity_meter_export_or_photo.csv,data/source_files/full/zrc_nd_phase_a/ZRCND-A-baseline_rc_3p5m_guard-R1-0h,already_exists,false,true,false,false,,"Enter the real conductivity_initial_mS_cm value for ZRCND-A-baseline_rc_3p5m_guard-R1-0h, cite the raw source_file, then run the matching wide source-value importer."
zrc_phase_a,ZRCND-A-baseline_rc_3p5m_guard-R1-0h,A,,date,bench_or_chain_of_custody_record,data/source_files/full/zrc_nd_phase_a/ZRCND-A-baseline_rc_3p5m_guard-R1-0h/date_bench_or_chain_of_custody_record.csv,data/source_files/full/zrc_nd_phase_a/ZRCND-A-baseline_rc_3p5m_guard-R1-0h,already_exists,false,true,false,false,,"Enter the real date value for ZRCND-A-baseline_rc_3p5m_guard-R1-0h, cite the raw source_file, then run the matching wide source-value importer."
