profile,run_id,phase,timepoint,replicate,article_id,target_field,value,unit,measured_at,operator_or_agent,instrument_id,source_file,notes,planned_value,current_value,source_class,instrument_required,recommended_source_file,source_file_exists,review_status,missing_items,capture_instruction
nhi_long,NHIPEDOT-LONG-L1-long_laminin_only_control-R1-0d,L1,0 d,1,long_laminin_only_control,baseline_noise_uv,,,,,,data/source_files/full/nhi_pedot_long/NHIPEDOT-LONG-L1-long_laminin_only_control-R1-0d/baseline_noise_uv_electrochemical_or_mea_export.csv,,,,electrochemical_or_mea_export,true,data/source_files/full/nhi_pedot_long/NHIPEDOT-LONG-L1-long_laminin_only_control-R1-0d/baseline_noise_uv_electrochemical_or_mea_export.csv,false,awaiting_value_entry,value;measured_at;operator_or_agent;instrument_id;source_file_missing,"Enter the real baseline_noise_uv value for NHIPEDOT-LONG-L1-long_laminin_only_control-R1-0d, cite the raw source_file, then run the matching wide source-value importer."
nhi_long,NHIPEDOT-LONG-L1-long_laminin_only_control-R1-0d,L1,0 d,1,long_laminin_only_control,burst_rate_pct_hydrogel_control,,,,,,data/source_files/full/nhi_pedot_long/NHIPEDOT-LONG-L1-long_laminin_only_control-R1-0d/burst_rate_pct_hydrogel_control_electrochemical_or_mea_export.csv,,,,electrochemical_or_mea_export,true,data/source_files/full/nhi_pedot_long/NHIPEDOT-LONG-L1-long_laminin_only_control-R1-0d/burst_rate_pct_hydrogel_control_electrochemical_or_mea_export.csv,false,awaiting_value_entry,value;measured_at;operator_or_agent;instrument_id;source_file_missing,"Enter the real burst_rate_pct_hydrogel_control value for NHIPEDOT-LONG-L1-long_laminin_only_control-R1-0d, cite the raw source_file, then run the matching wide source-value importer."
nhi_long,NHIPEDOT-LONG-L1-long_laminin_only_control-R1-0d,L1,0 d,1,long_laminin_only_control,cell_model,,,,,,data/source_files/full/nhi_pedot_long/NHIPEDOT-LONG-L1-long_laminin_only_control-R1-0d/cell_model_bench_or_chain_of_custody_record.csv,,neural_culture_model_tbd,,bench_or_chain_of_custody_record,false,data/source_files/full/nhi_pedot_long/NHIPEDOT-LONG-L1-long_laminin_only_control-R1-0d/cell_model_bench_or_chain_of_custody_record.csv,false,awaiting_value_entry,value;measured_at;operator_or_agent;source_file_missing,"Enter the real cell_model value for NHIPEDOT-LONG-L1-long_laminin_only_control-R1-0d, cite the raw source_file, then run the matching wide source-value importer."
nhi_long,NHIPEDOT-LONG-L1-long_laminin_only_control-R1-0d,L1,0 d,1,long_laminin_only_control,charge_storage_capacity_current,,,,,,data/source_files/full/nhi_pedot_long/NHIPEDOT-LONG-L1-long_laminin_only_control-R1-0d/charge_storage_capacity_current_electrochemical_or_mea_export.csv,,,,electrochemical_or_mea_export,true,data/source_files/full/nhi_pedot_long/NHIPEDOT-LONG-L1-long_laminin_only_control-R1-0d/charge_storage_capacity_current_electrochemical_or_mea_export.csv,false,awaiting_value_entry,value;measured_at;operator_or_agent;instrument_id;source_file_missing,"Enter the real charge_storage_capacity_current value for NHIPEDOT-LONG-L1-long_laminin_only_control-R1-0d, cite the raw source_file, then run the matching wide source-value importer."
nhi_long,NHIPEDOT-LONG-L1-long_laminin_only_control-R1-0d,L1,0 d,1,long_laminin_only_control,charge_storage_capacity_initial,,,,,,data/source_files/full/nhi_pedot_long/NHIPEDOT-LONG-L1-long_laminin_only_control-R1-0d/charge_storage_capacity_initial_electrochemical_or_mea_export.csv,,,,electrochemical_or_mea_export,true,data/source_files/full/nhi_pedot_long/NHIPEDOT-LONG-L1-long_laminin_only_control-R1-0d/charge_storage_capacity_initial_electrochemical_or_mea_export.csv,false,awaiting_value_entry,value;measured_at;operator_or_agent;instrument_id;source_file_missing,"Enter the real charge_storage_capacity_initial value for NHIPEDOT-LONG-L1-long_laminin_only_control-R1-0d, cite the raw source_file, then run the matching wide source-value importer."
nhi_long,NHIPEDOT-LONG-L1-long_laminin_only_control-R1-0d,L1,0 d,1,long_laminin_only_control,charge_storage_capacity_retention_fraction,,,,,,data/source_files/full/nhi_pedot_long/NHIPEDOT-LONG-L1-long_laminin_only_control-R1-0d/charge_storage_capacity_retention_fraction_electrochemical_or_mea_export.csv,,,,electrochemical_or_mea_export,true,data/source_files/full/nhi_pedot_long/NHIPEDOT-LONG-L1-long_laminin_only_control-R1-0d/charge_storage_capacity_retention_fraction_electrochemical_or_mea_export.csv,false,awaiting_value_entry,value;measured_at;operator_or_agent;instrument_id;source_file_missing,"Enter the real charge_storage_capacity_retention_fraction value for NHIPEDOT-LONG-L1-long_laminin_only_control-R1-0d, cite the raw source_file, then run the matching wide source-value importer."
nhi_long,NHIPEDOT-LONG-L1-long_laminin_only_control-R1-0d,L1,0 d,1,long_laminin_only_control,culture_day,,,,,,data/source_files/full/nhi_pedot_long/NHIPEDOT-LONG-L1-long_laminin_only_control-R1-0d/culture_day_bench_or_chain_of_custody_record.csv,,0,,bench_or_chain_of_custody_record,false,data/source_files/full/nhi_pedot_long/NHIPEDOT-LONG-L1-long_laminin_only_control-R1-0d/culture_day_bench_or_chain_of_custody_record.csv,false,awaiting_value_entry,value;measured_at;operator_or_agent;source_file_missing,"Enter the real culture_day value for NHIPEDOT-LONG-L1-long_laminin_only_control-R1-0d, cite the raw source_file, then run the matching wide source-value importer."
nhi_long,NHIPEDOT-LONG-L1-long_laminin_only_control-R1-0d,L1,0 d,1,long_laminin_only_control,date,,,,,,data/source_files/full/nhi_pedot_long/NHIPEDOT-LONG-L1-long_laminin_only_control-R1-0d/date_bench_or_chain_of_custody_record.csv,,,,bench_or_chain_of_custody_record,false,data/source_files/full/nhi_pedot_long/NHIPEDOT-LONG-L1-long_laminin_only_control-R1-0d/date_bench_or_chain_of_custody_record.csv,false,awaiting_value_entry,value;measured_at;operator_or_agent;source_file_missing,"Enter the real date value for NHIPEDOT-LONG-L1-long_laminin_only_control-R1-0d, cite the raw source_file, then run the matching wide source-value importer."
nhi_long,NHIPEDOT-LONG-L1-long_laminin_only_control-R1-0d,L1,0 d,1,long_laminin_only_control,delamination_score,,,,,,data/source_files/full/nhi_pedot_long/NHIPEDOT-LONG-L1-long_laminin_only_control-R1-0d/delamination_score_image_or_scoring_worksheet.png,,,,image_or_scoring_worksheet,true,data/source_files/full/nhi_pedot_long/NHIPEDOT-LONG-L1-long_laminin_only_control-R1-0d/delamination_score_image_or_scoring_worksheet.png,false,awaiting_value_entry,value;measured_at;operator_or_agent;instrument_id;source_file_missing,"Enter the real delamination_score value for NHIPEDOT-LONG-L1-long_laminin_only_control-R1-0d, cite the raw source_file, then run the matching wide source-value importer."
nhi_long,NHIPEDOT-LONG-L1-long_laminin_only_control-R1-0d,L1,0 d,1,long_laminin_only_control,eis_1khz_current_ohm,,,,,,data/source_files/full/nhi_pedot_long/NHIPEDOT-LONG-L1-long_laminin_only_control-R1-0d/eis_1khz_current_ohm_electrochemical_or_mea_export.csv,,,,electrochemical_or_mea_export,true,data/source_files/full/nhi_pedot_long/NHIPEDOT-LONG-L1-long_laminin_only_control-R1-0d/eis_1khz_current_ohm_electrochemical_or_mea_export.csv,false,awaiting_value_entry,value;measured_at;operator_or_agent;instrument_id;source_file_missing,"Enter the real eis_1khz_current_ohm value for NHIPEDOT-LONG-L1-long_laminin_only_control-R1-0d, cite the raw source_file, then run the matching wide source-value importer."
