gate_id,candidate_id,sample_id,field,value,source_file,measured_at,operator_or_agent,instrument_id,notes
metric_provenance,launch_variant,experiment_2026_05_27,metric_definition_recorded,true,source_files/product_metric_raw_export.csv,2026-05-27T08:00:00Z,product_analytics_ci,warehouse_metric_job,Metric definition pinned in analytics spec.
metric_provenance,launch_variant,experiment_2026_05_27,experiment_id_recorded,true,source_files/product_metric_raw_export.csv,2026-05-27T08:00:00Z,product_analytics_ci,warehouse_metric_job,Experiment id recorded.
metric_provenance,launch_variant,experiment_2026_05_27,assignment_unit_recorded,true,source_files/product_metric_raw_export.csv,2026-05-27T08:00:00Z,product_analytics_ci,warehouse_metric_job,Assignment unit recorded.
metric_provenance,launch_variant,experiment_2026_05_27,analysis_window_recorded,true,source_files/product_metric_raw_export.csv,2026-05-27T08:00:00Z,product_analytics_ci,warehouse_metric_job,Analysis window recorded.
launch_metric_lift,launch_variant,experiment_2026_05_27,activation_rate,0.128,source_files/product_metric_raw_export.csv,2026-05-27T09:00:00Z,product_analytics_ci,warehouse_metric_job,Variant activation rate.
launch_metric_lift,launch_variant,experiment_2026_05_27,retained_user_count,24850,source_files/product_metric_raw_export.csv,2026-05-27T09:00:00Z,product_analytics_ci,warehouse_metric_job,Variant retained user count.
launch_metric_lift,baseline_control,experiment_2026_05_27,activation_rate,0.118,source_files/product_metric_raw_export.csv,2026-05-27T09:00:00Z,product_analytics_ci,warehouse_metric_job,Baseline activation rate.
launch_metric_lift,baseline_control,experiment_2026_05_27,retained_user_count,25120,source_files/product_metric_raw_export.csv,2026-05-27T09:00:00Z,product_analytics_ci,warehouse_metric_job,Baseline retained user count.
guardrail_safety,launch_variant,experiment_2026_05_27,error_rate,0.006,source_files/product_metric_raw_export.csv,2026-05-27T09:30:00Z,product_analytics_ci,warehouse_metric_job,Variant error-rate guardrail.
guardrail_safety,launch_variant,experiment_2026_05_27,support_ticket_rate,0.018,source_files/product_metric_raw_export.csv,2026-05-27T09:30:00Z,product_analytics_ci,warehouse_metric_job,Variant support-ticket guardrail.
guardrail_safety,launch_variant,experiment_2026_05_27,latency_p95_ms,312,source_files/product_metric_raw_export.csv,2026-05-27T09:30:00Z,product_analytics_ci,warehouse_metric_job,Variant p95 latency.
rollback_readiness,launch_variant,experiment_2026_05_27,feature_flag_rollout_recorded,true,source_files/product_metric_raw_export.csv,2026-05-27T10:00:00Z,release_manager,launch_review_doc,Feature flag rollout recorded.
rollback_readiness,launch_variant,experiment_2026_05_27,rollback_owner_recorded,true,source_files/product_metric_raw_export.csv,2026-05-27T10:00:00Z,release_manager,launch_review_doc,Rollback owner recorded.
rollback_readiness,launch_variant,experiment_2026_05_27,monitoring_dashboard_linked,true,source_files/product_metric_raw_export.csv,2026-05-27T10:00:00Z,release_manager,launch_review_doc,Monitoring dashboard linked.
