gate_id,gate_title,candidate_id,sample_id,field,value,source_file,measured_at,operator_or_agent,instrument_id,notes
coating_provenance,Coating provenance,zwitterionic_coating_demo,coating_demo_001,formulation_recorded,,,,,,
coating_provenance,Coating provenance,zwitterionic_coating_demo,coating_demo_001,substrate_recorded,,,,,,
coating_provenance,Coating provenance,zwitterionic_coating_demo,coating_demo_001,sterilization_or_aseptic_recorded,,,,,,
extract_stability,Acellular extract stability,zwitterionic_coating_demo,coating_demo_001,ph_initial,,,,,,
extract_stability,Acellular extract stability,zwitterionic_coating_demo,coating_demo_001,ph_final,,,,,,
extract_stability,Acellular extract stability,zwitterionic_coating_demo,coating_demo_001,conductivity_initial_ms_cm,,,,,,
extract_stability,Acellular extract stability,zwitterionic_coating_demo,coating_demo_001,conductivity_final_ms_cm,,,,,,
extract_stability,Acellular extract stability,zwitterionic_coating_demo,coating_demo_001,visible_residue_present,,,,,,
bioresponse_screen,Basic bioresponse screen,zwitterionic_coating_demo,coating_candidate_cells,viability_fraction,,,,,,
bioresponse_screen,Basic bioresponse screen,zwitterionic_coating_demo,coating_candidate_cells,cell_attachment_fraction,,,,,,
bioresponse_screen,Basic bioresponse screen,zwitterionic_coating_demo,coating_candidate_cells,inflammatory_marker,,,,,,
bioresponse_screen,Basic bioresponse screen,uncoated_control,coating_control_cells,viability_fraction,,,,,,
bioresponse_screen,Basic bioresponse screen,uncoated_control,coating_control_cells,cell_attachment_fraction,,,,,,
bioresponse_screen,Basic bioresponse screen,uncoated_control,coating_control_cells,inflammatory_marker,,,,,,
