gate_id,gate_title,candidate_id,sample_id,field,value,source_file,measured_at,operator_or_agent,instrument_id,notes
hardware_provenance,Hardware material provenance,support_cartridge_demo,hardware_demo_001,material_lot_recorded,,,,,,
hardware_provenance,Hardware material provenance,support_cartridge_demo,hardware_demo_001,fluid_path_materials_recorded,,,,,,
hardware_provenance,Hardware material provenance,support_cartridge_demo,hardware_demo_001,cleaning_or_sterilization_recorded,,,,,,
medium_contact_stability,Medium-contact stability,support_cartridge_demo,hardware_demo_001,ph_initial,,,,,,
medium_contact_stability,Medium-contact stability,support_cartridge_demo,hardware_demo_001,ph_final,,,,,,
medium_contact_stability,Medium-contact stability,support_cartridge_demo,hardware_demo_001,osmolality_initial_mosm,,,,,,
medium_contact_stability,Medium-contact stability,support_cartridge_demo,hardware_demo_001,osmolality_final_mosm,,,,,,
medium_contact_stability,Medium-contact stability,support_cartridge_demo,hardware_demo_001,protein_retention_fraction,,,,,,
medium_contact_stability,Medium-contact stability,support_cartridge_demo,hardware_demo_001,visible_particles_present,,,,,,
operational_safety,Operational safety,support_cartridge_demo,hardware_demo_001,leak_present,,,,,,
operational_safety,Operational safety,support_cartridge_demo,hardware_demo_001,bubble_event_count,,,,,,
operational_safety,Operational safety,support_cartridge_demo,hardware_demo_001,flow_resistance_increase_pct,,,,,,
operational_safety,Operational safety,support_cartridge_demo,hardware_demo_001,sensor_noise_increase_pct,,,,,,
